iter	Logloss
305	0.3501799773
306	0.3500290261
307	0.3500205057
308	0.3500025777
309	0.3499848885
310	0.349917405
311	0.349888279
312	0.3498703056
313	0.3497720168
314	0.3497538162
315	0.3496261113
316	0.3494380955
317	0.3493062916
318	0.349114112
319	0.3488875
320	0.3487388314
321	0.3485943591
322	0.3484580042
323	0.348310969
324	0.3481770875
325	0.3480533926
326	0.3478378084
327	0.3477130404
328	0.3475561331
329	0.3473430095
330	0.3472452689
331	0.3468512809
332	0.3467002751
333	0.346645834
334	0.3466086608
335	0.3464643778
336	0.3463739414
337	0.3463327252
338	0.3461830002
339	0.3460073476
340	0.3460056368
341	0.3457286683
342	0.3457135929
343	0.3455333815
344	0.3453191762
345	0.3451860521
346	0.3451480474
347	0.3451258595
348	0.3450550298
349	0.3447538148
350	0.3445028439
351	0.3443399664
352	0.3441310546
353	0.343882154
354	0.3436768636
355	0.3436037096
356	0.3434913625
357	0.3434155883
358	0.3433185467
359	0.3432195461
360	0.3431944591
361	0.3429599391
362	0.3428094131
363	0.342653169
364	0.3425415504
365	0.3424425518
366	0.3423636254
367	0.3421916983
368	0.3419493395
369	0.3417322744
370	0.3416183783
371	0.3415192039
372	0.341280584
373	0.3411583172
374	0.3410975603
375	0.3409824432
376	0.3408216134
377	0.3407527956
378	0.3405771402
379	0.3403800484
380	0.3403473202
381	0.3402057441
382	0.3400323355
383	0.3399768624
384	0.3398581976
385	0.3396253907
386	0.3395815587
387	0.3395055433
388	0.3392905472
389	0.3390525565
390	0.3390040793
391	0.3388222095
392	0.3386263685
393	0.3383605462
394	0.3383268044
395	0.3382301783
396	0.3380297938
397	0.3378876888
398	0.3376751953
399	0.3375486467
400	0.3374576309
401	0.3372939639
402	0.3371841292
403	0.3370496723
404	0.3369319685
405	0.3368030667
406	0.3365758615
407	0.3363989478
408	0.336255331
409	0.3360902889
410	0.335989523
411	0.3358940956
412	0.3358660862
413	0.3357445019
414	0.3356537875
415	0.3355366563
416	0.3353672687
417	0.335277535
418	0.3351408111
419	0.3350559639
420	0.3349402873
421	0.3347927588
422	0.3346227593
423	0.3343304552
424	0.3341949032
425	0.3341851461
426	0.334102858
427	0.3339700138
428	0.3337555932
429	0.3337105678
430	0.3336614381
431	0.3336260623
432	0.3336039252
433	0.3334727564
434	0.3334452903
435	0.3332816178
436	0.3331302222
437	0.333034418
438	0.3329288282
439	0.3326860267
440	0.3324747001
441	0.3323490623
442	0.3322084294
443	0.332138973
444	0.3320247564
445	0.3318748918
446	0.331751037
447	0.3316303959
448	0.3314405478
449	0.3311890578
450	0.331130756
451	0.3309003392
452	0.3308431397
453	0.3307472824
454	0.3306435862
455	0.3304908088
456	0.3304689874
457	0.3303955678
458	0.3303126097
459	0.3302026283
460	0.3301229806
461	0.3299142114
462	0.3298094445
463	0.3297996179
464	0.3297234908
465	0.3296099022
466	0.3294481775
467	0.3293569799
468	0.3292082013
469	0.3291455144
470	0.3291404227
471	0.3288379102
472	0.328676927
473	0.3285795886
474	0.328537331
475	0.3284013733
476	0.328253955
477	0.3282278071
478	0.3281452872
479	0.3279706164
480	0.32777577
481	0.3277106488
482	0.3276051815
483	0.3274385329
484	0.3273814709
485	0.3273004708
486	0.3272312828
487	0.3270384
488	0.3269841976
489	0.3268493705
490	0.3267849804
491	0.3266121407
492	0.3264330879
493	0.3262701419
494	0.3262265678
495	0.3260819118
496	0.325951681
497	0.3258341931
498	0.3256502649
499	0.3253234328
500	0.3252079478
501	0.3251547006
502	0.3250763065
503	0.3248956646
504	0.3247624692
505	0.3245918286
506	0.3245341254
507	0.3242431433
508	0.3242093251
509	0.3241645346
510	0.3240456039
511	0.3238690729
512	0.3237747112
513	0.3236110587
514	0.3234439642
515	0.3233970884
516	0.3233033676
517	0.3232041414
518	0.3231931896
519	0.3231149803
520	0.3230629005
521	0.3229369983
522	0.3228229805
523	0.3227648845
524	0.322513766
525	0.3224593751
526	0.3223028247
527	0.3221844492
528	0.3219025273
529	0.3216848574
530	0.3215763651
531	0.3215447905
532	0.321357087
533	0.3211154112
534	0.3208993675
535	0.320772671
536	0.3206711169
537	0.3206346204
538	0.3204167708
539	0.320363529
540	0.3201564689
541	0.3200304979
542	0.3199487641
543	0.3197798975
544	0.3196904645
545	0.3194646735
546	0.3193460265
547	0.3192479979
548	0.3190636762
549	0.3188431316
550	0.3187625426
551	0.3186367753
552	0.3185275077
553	0.3184317685
554	0.3183328722
555	0.318147626
556	0.318062144
557	0.3179313427
558	0.3178320766
559	0.3176797855
560	0.3175420444
561	0.3174843345
562	0.3174123059
563	0.3173100993
564	0.31723657
565	0.3172028569
566	0.3170673079
567	0.3168719803
568	0.31680069
569	0.3167991831
570	0.3166819132
571	0.3166086418
572	0.3164649212
573	0.3163556121
574	0.3162172813
575	0.3161904497
576	0.3160887796
577	0.3159974869
578	0.3159845065
579	0.3159005605
580	0.3158738998
581	0.3158547241
582	0.3158030799
583	0.3157304808
584	0.3155737797
585	0.3155292845
586	0.3154284386
587	0.3153695438
588	0.3152960263
589	0.3151281852
590	0.3150636331
591	0.3149029203
592	0.3147511472
593	0.314518219
594	0.3143390599
595	0.3143251513
596	0.3142009271
597	0.3141869158
598	0.3141363185
599	0.3140978169
600	0.3139816653
601	0.3138981079
602	0.3138391312
603	0.3137281367
604	0.3136342922
605	0.3134407646
606	0.3133057121
607	0.3131374445
608	0.3130862908
609	0.312787646
610	0.3127261432
611	0.3126290354
612	0.3125057191
613	0.3124515638
614	0.312411632
615	0.312332328
616	0.3122221103
617	0.3122128488
618	0.3120933918
619	0.3119971841
620	0.3119558241
621	0.3119152323
622	0.3118427708
623	0.3117427449
624	0.3116317987
625	0.311573945
626	0.3113438864
627	0.3112729742
628	0.3112088875
629	0.3111626624
630	0.3109714956
631	0.3109628248
632	0.3108165919
633	0.3106942079
634	0.3106048903
635	0.310525658
636	0.3104880567
637	0.3104492083
638	0.3103201651
639	0.310245013
640	0.3102014868
641	0.310074355
642	0.3099374412
643	0.3098155609
644	0.3097692515
645	0.3097662677
646	0.3097402483
647	0.3094812532
648	0.3094447184
649	0.3093758568
650	0.3093224063
651	0.3093034496
652	0.309097556
653	0.3089800092
654	0.3088533032
655	0.3086928957
656	0.3086270068
657	0.3085716154
658	0.3084427677
659	0.3082364019
660	0.3081836629
661	0.3080637714
662	0.3079913715
663	0.3078831687
664	0.3078751532
665	0.3078358913
666	0.3076461714
667	0.3075384204
668	0.3072512716
669	0.3072172844
670	0.3070861496
671	0.3070038543
672	0.3069333418
673	0.3067993954
674	0.3065794504
675	0.3063784689
676	0.3063021436
677	0.3061263365
678	0.3060597179
679	0.3059863716
680	0.3059034103
681	0.3058421221
682	0.3058254928
683	0.3057228219
684	0.3056251709
685	0.3055349621
686	0.3055041833
687	0.3053702258
688	0.3051316181
689	0.3050702266
690	0.3050365806
691	0.3048996143
692	0.3048172867
693	0.3045345781
694	0.3044049614
695	0.3042988439
696	0.3042339855
697	0.3042033046
698	0.3041955756
699	0.303927382
700	0.3038606344
701	0.3038071582
702	0.3037395506
703	0.3036654731
704	0.3035263245
705	0.3034807866
706	0.3033561364
707	0.3032472349
708	0.3031971871
709	0.3031131833
710	0.3030582243
711	0.3028312538
712	0.3027721216
713	0.3026851147
714	0.3026164638
715	0.3025454603
716	0.3024986793
717	0.3023189465
718	0.3022081297
719	0.3021317229
720	0.3020136515
721	0.3019479045
722	0.3018820488
723	0.3018524289
724	0.3017194678
725	0.3015228852
726	0.3015105477
727	0.3014035797
728	0.3011764818
729	0.3010940451
730	0.3009474923
731	0.3008056372
732	0.3006944408
733	0.300636309
734	0.3005003218
735	0.3004842053
736	0.3003692193
737	0.3003059878
738	0.3001364414
739	0.3000709792
740	0.2999856832
741	0.2997811079
742	0.2995973306
743	0.2995393874
744	0.2994672029
745	0.299419332
746	0.2992888734
747	0.2991505918
748	0.2990501025
749	0.2990305048
750	0.2989768538
751	0.2989275104
752	0.2988867697
753	0.2987730753
754	0.2987183434
755	0.2985657596
756	0.2984427942
757	0.2981834274
758	0.2981486339
759	0.2979736313
760	0.2979205605
761	0.2977450922
762	0.2975872733
763	0.297523274
764	0.2974323007
765	0.2972333158
766	0.2971754209
767	0.2971033362
768	0.2970226371
769	0.2969179212
770	0.29678531
771	0.2967190877
772	0.2966328102
773	0.2965085746
774	0.296485806
775	0.2964487846
776	0.2963604813
777	0.2962813402
778	0.2962369776
779	0.295985388
780	0.2958089782
781	0.2957466012
782	0.295665225
783	0.2955412478
784	0.2955017646
785	0.2953976033
786	0.2953268936
787	0.2951701408
788	0.2951279806
789	0.2950468974
790	0.2949679412
791	0.2948942502
792	0.294837161
793	0.2947137568
794	0.294637267
795	0.2945878764
796	0.2944834756
797	0.2944166185
798	0.2942888076
799	0.2941841373
800	0.2939696977
801	0.2939309602
802	0.2938437225
803	0.2937284764
804	0.2936678936
805	0.2935426699
806	0.2934475471
807	0.2933095868
808	0.2932636087
809	0.2931955934
810	0.2930865183
811	0.2928576713
812	0.2928092527
813	0.2926263655
814	0.2925503947
815	0.2924352025
816	0.2923801948
817	0.292282448
818	0.2922626442
819	0.2922251953
820	0.2921108534
821	0.2918516256
822	0.291795199
823	0.2915718416
824	0.2914430184
825	0.2912813594
826	0.2911970653
827	0.2909858914
828	0.2908466094
829	0.2907516229
830	0.2907056861
831	0.2906358993
832	0.2905324614
833	0.2904019451
834	0.2903311398
835	0.2902279395
836	0.2901092193
837	0.2900649791
838	0.2898085774
839	0.2896827001
840	0.2896280321
841	0.2895138673
842	0.2892954066
843	0.2891769458
844	0.2891330714
845	0.2889479971
846	0.2888704698
847	0.2888285425
848	0.2886613883
849	0.2886074962
850	0.2885398962
851	0.2884559637
852	0.2883045017
853	0.2880776551
854	0.2880384332
855	0.2879970021
856	0.2879210943
857	0.287792143
858	0.2877201344
859	0.2876668321
860	0.2875865948
861	0.2874517589
862	0.287218419
863	0.2871980782
864	0.2871209004
865	0.2870601315
866	0.2869923179
867	0.286919633
868	0.2868097204
869	0.2867700845
870	0.2867147895
871	0.2866846626
872	0.2866344337
873	0.286387315
874	0.2862332551
875	0.2860773414
876	0.2859546887
877	0.285822382
878	0.2857374615
879	0.2856858355
880	0.2855199951
881	0.2854482865
882	0.2853873721
883	0.2852598949
884	0.2850829443
885	0.2850397849
886	0.284986495
887	0.2849108128
888	0.2848448934
889	0.2847319477
890	0.2845931584
891	0.2845151356
892	0.2844350205
893	0.2843741728
894	0.2841420141
895	0.2839635205
896	0.283909851
897	0.2838181076
898	0.2837309368
899	0.2836133733
900	0.2834677966
901	0.2834076052
902	0.2833683364
903	0.2832904696
904	0.2832374021
905	0.2831628658
906	0.2830940468
907	0.2830503746
908	0.2830471483
909	0.2829455729
910	0.2827927858
911	0.2825376291
912	0.2824133418
913	0.2823430725
914	0.2822373065
915	0.2821961957
916	0.2819584756
917	0.2818441534
918	0.2816379107
919	0.2815322422
920	0.2814968159
921	0.2814654888
922	0.2812533605
923	0.2811714695
924	0.2811356432
925	0.280967922
926	0.2807785807
927	0.2806962681
928	0.2805867984
929	0.2805193397
930	0.2804433561
931	0.280358612
932	0.2801868864
933	0.2800140647
934	0.2799501336
935	0.2799088403
936	0.2798606353
937	0.2798262314
938	0.2797772588
939	0.2796969647
940	0.2796303395
941	0.2795102637
942	0.2794005249
943	0.2793309133
944	0.2792556866
945	0.2791913658
946	0.2789202593
947	0.2787942983
948	0.2785557044
949	0.2784866723
950	0.2784345075
951	0.2784031595
952	0.2782174645
953	0.2781272397
954	0.2780945119
955	0.2779453432
956	0.2778807964
957	0.2778125349
958	0.2777458358
959	0.2776304204
960	0.2775627606
961	0.2774941167
962	0.2774259944
963	0.2772279055
964	0.2771804903
965	0.2771381151
966	0.2769375078
967	0.2769080121
968	0.2768653482
969	0.2767829634
970	0.276715919
971	0.2766148008
972	0.2765368557
973	0.2764384642
974	0.2763878182
975	0.2762522046
976	0.2761472787
977	0.2760450026
978	0.2760020929
979	0.2759746035
980	0.2758223402
981	0.2757975644
982	0.2755918479
983	0.2754263476
984	0.2753834858
985	0.2753610572
986	0.2752982782
987	0.2752043087
988	0.2751697423
989	0.2749438058
990	0.2748625948
991	0.2747588548
992	0.2747188451
993	0.2746749085
994	0.2744570037
995	0.2744089005
996	0.2742039503
997	0.2740299533
998	0.2739660414
999	0.2739005488
